frequency	alpha	beta
1.800796359e+10	2.265562	517.187303
1.802996599e+10	2.264926	517.81819
1.805196839e+10	2.266311	518.451996
1.807397079e+10	2.268917	519.084972
1.809597319e+10	2.269654	519.72001
1.811797560e+10	2.271189	520.35192
1.813997800e+10	2.273015	520.985244
1.816198040e+10	2.276115	521.619344
1.818398280e+10	2.278123	522.249904
1.820598520e+10	2.281898	522.88254
1.822798760e+10	2.284307	523.516597
1.824999000e+10	2.289988	524.149107
1.827199240e+10	2.294832	524.779708
1.829399480e+10	2.298468	525.40997
1.831599720e+10	2.302314	526.038739
1.833799960e+10	2.30498	526.667702
1.836000200e+10	2.305706	527.299346
1.838200440e+10	2.310878	527.930826
1.840400680e+10	2.313462	528.558455
1.842600920e+10	2.314729	529.18783
1.844801160e+10	2.316544	529.817204
1.847001400e+10	2.315196	530.446652
1.849201640e+10	2.312689	531.077866
1.851401880e+10	2.312781	531.711063
1.853602120e+10	2.31347	532.343693
1.855802360e+10	2.31245	532.973156
1.858002601e+10	2.312773	533.608728
1.860202841e+10	2.31476	534.242831
1.862403081e+10	2.317412	534.877796
1.864603321e+10	2.319242	535.508782
1.866803561e+10	2.320612	536.140844
1.869003801e+10	2.32294	536.773923
1.871204041e+10	2.326325	537.403867
1.873404281e+10	2.327989	538.033891
1.875604521e+10	2.328907	538.665335
1.877804761e+10	2.330768	539.296242
1.880005001e+10	2.330579	539.927542
1.882205241e+10	2.332175	540.559952
1.884405481e+10	2.332788	541.19252
1.886605721e+10	2.332987	541.826316
1.888805961e+10	2.334921	542.459023
1.891006201e+10	2.338805	543.094354
1.893206441e+10	2.3407	543.72711
1.895406681e+10	2.342328	544.356236
1.897606921e+10	2.3429	544.988632
1.899807161e+10	2.345221	545.622588
1.902007401e+10	2.347383	546.255826
1.904207642e+10	2.350016	546.888018
1.906407882e+10	2.354892	547.519336
1.908608122e+10	2.357782	548.149707
1.910808362e+10	2.358563	548.778557
1.913008602e+10	2.361102	549.410182
1.915208842e+10	2.363824	550.042382
1.917409082e+10	2.365906	550.671763
1.919609322e+10	2.367456	551.303442
1.921809562e+10	2.366858	551.935891
1.924009802e+10	2.368133	552.566594
1.926210042e+10	2.368037	553.198479
1.928410282e+10	2.37043	553.835249
1.930610522e+10	2.372722	554.467639
1.932810762e+10	2.375476	555.100998
1.935011002e+10	2.378241	555.731492
1.937211242e+10	2.380721	556.363008
1.939411482e+10	2.381864	556.994523
1.941611722e+10	2.381494	557.625056
1.943811962e+10	2.383689	558.258705
1.946012202e+10	2.385516	558.891464
1.948212442e+10	2.388201	559.523325
1.950412683e+10	2.391846	560.156269
1.952612923e+10	2.393294	560.788937
1.954813163e+10	2.395806	561.419434
1.957013403e+10	2.399451	562.051776
1.959213643e+10	2.40297	562.68163
1.961413883e+10	2.403004	563.313922
1.963614123e+10	2.403977	563.943988
1.965814363e+10	2.40584	564.579403
1.968014603e+10	2.408235	565.212329
1.970214843e+10	2.409687	565.845102
1.972415083e+10	2.410206	566.476834
1.974615323e+10	2.413274	567.110267
1.976815563e+10	2.418207	567.743323
1.979015803e+10	2.419694	568.375947
1.981216043e+10	2.423738	569.007707
1.983416283e+10	2.427036	569.640704
1.985616523e+10	2.430772	570.270104
1.987816763e+10	2.433482	570.897469
1.990017003e+10	2.434023	571.531707
1.992217243e+10	2.434129	572.162601
1.994417483e+10	2.436766	572.795828
1.996617724e+10	2.439536	573.427717
1.998817964e+10	2.440274	574.06062
2.001018204e+10	2.441557	574.688614
2.003218444e+10	2.441633	575.324168
2.005418684e+10	2.442551	575.956906
2.007618924e+10	2.441291	576.587845
2.009819164e+10	2.441869	577.221517
2.012019404e+10	2.443542	577.855378
2.014219644e+10	2.444898	578.487005
2.016419884e+10	2.445821	579.117688
2.018620124e+10	2.447945	579.751024
2.020820364e+10	2.451069	580.38648
2.023020604e+10	2.452444	581.016101
2.025220844e+10	2.45492	581.647833
2.027421084e+10	2.457146	582.28162
2.029621324e+10	2.459841	582.913372
2.031821564e+10	2.463171	583.548367
2.034021804e+10	2.468558	584.183362
2.036222044e+10	2.469473	584.814719
2.038422284e+10	2.471669	585.448447
2.040622525e+10	2.474107	586.08087
2.042822765e+10	2.476084	586.712103
2.045023005e+10	2.478114	587.343067
2.047223245e+10	2.480145	587.973827
2.049423485e+10	2.481343	588.60461
2.051623725e+10	2.483591	589.233405
2.053823965e+10	2.482345	589.864832
2.056024205e+10	2.48457	590.496546
2.058224445e+10	2.484756	591.129444
2.060424685e+10	2.48711	591.761784
2.062624925e+10	2.4909	592.39205
2.064825165e+10	2.493712	593.025114
2.067025405e+10	2.497801	593.655542
2.069225645e+10	2.501349	594.284987
2.071425885e+10	2.501018	594.9175
2.073626125e+10	2.503712	595.549455
2.075826365e+10	2.506703	596.181163
2.078026605e+10	2.511064	596.812012
2.080226845e+10	2.511468	597.44372
2.082427085e+10	2.514668	598.076391
2.084627325e+10	2.515897	598.706663
2.086827566e+10	2.518349	599.337749
2.089027806e+10	2.518953	599.968746
2.091228046e+10	2.51889	600.599345
2.093428286e+10	2.521181	601.230028
2.095628526e+10	2.520226	601.864007
2.097828766e+10	2.520657	602.496088
2.100029006e+10	2.522112	603.126972
2.102229246e+10	2.524389	603.759737
2.104429486e+10	2.525731	604.39317
2.106629726e+10	2.528767	605.02469
2.108829966e+10	2.530192	605.658436
2.111030206e+10	2.535136	606.29297
2.113230446e+10	2.538303	606.928035
2.115430686e+10	2.542137	607.558554
2.117630926e+10	2.547207	608.19025
2.119831166e+10	2.549086	608.823157
2.122031406e+10	2.551373	609.454441
2.124231646e+10	2.557164	610.089585
2.126431886e+10	2.562986	610.719882
2.128632126e+10	2.56445	611.350178
2.130832366e+10	2.565104	611.977817
2.133032607e+10	2.563118	612.607131
2.135232847e+10	2.562612	613.240088
2.137433087e+10	2.562532	613.872287
2.139633327e+10	2.564691	614.505307
2.141833567e+10	2.565609	615.137328
2.144033807e+10	2.566112	615.769912
2.146234047e+10	2.567098	616.401331
2.148434287e+10	2.568554	617.034897
2.150634527e+10	2.573083	617.670343
2.152834767e+10	2.575651	618.301432
2.155035007e+10	2.576412	618.934248
2.157235247e+10	2.578461	619.567604
2.159435487e+10	2.577032	620.200804
2.161635727e+10	2.579411	620.834702
2.163835967e+10	2.582721	621.468864
2.166036207e+10	2.588091	622.101003
2.168236447e+10	2.590311	622.732042
2.170436687e+10	2.594564	623.361129
2.172636927e+10	2.596121	623.991071
2.174837167e+10	2.59802	624.617974
2.177037407e+10	2.599373	625.24794
2.179237648e+10	2.599362	625.878244
2.181437888e+10	2.600318	626.508164
2.183638128e+10	2.598892	627.140308
2.185838368e+10	2.600754	627.772712
2.188038608e+10	2.598831	628.407373
2.190238848e+10	2.60142	629.040807
2.192439088e+10	2.603247	629.674131
2.194639328e+10	2.604692	630.308116
2.196839568e+10	2.604964	630.94189
2.199039808e+10	2.605468	631.573073
2.201240048e+10	2.608027	632.207183
2.203440288e+10	2.610883	632.839846
2.205640528e+10	2.613079	633.470246
2.207840768e+10	2.616074	634.102651
2.210041008e+10	2.620452	634.73481
2.212241248e+10	2.624773	635.367756
2.214441488e+10	2.627029	635.996765
2.216641728e+10	2.629376	636.628618
2.218841968e+10	2.633631	637.260238
2.221042208e+10	2.636677	637.891266
2.223242448e+10	2.636194	638.522295
2.225442689e+10	2.636921	639.155738
2.227642929e+10	2.639776	639.789814
2.229843169e+10	2.639845	640.421416
2.232043409e+10	2.640154	641.052936
2.234243649e+10	2.639401	641.687932
2.236443889e+10	2.642541	642.320802
2.238644129e+10	2.642447	642.954218
2.240844369e+10	2.645524	643.588392
2.243044609e+10	2.647638	644.223176
2.245244849e+10	2.651862	644.857715
2.247445089e+10	2.65585	645.492322
2.249645329e+10	2.660801	646.126684
2.251845569e+10	2.665946	646.76142
2.254045809e+10	2.670401	647.397068
2.256246049e+10	2.677045	648.030612
2.258446289e+10	2.6838	648.664234
2.260646529e+10	2.690327	649.294292
2.262846769e+10	2.69758	649.926642
2.265047009e+10	2.705215	650.552238
2.267247249e+10	2.710976	651.173633
2.269447489e+10	2.711282	651.796383
2.271647730e+10	2.707299	652.422423
2.273847970e+10	2.703574	653.049746
2.276048210e+10	2.696218	653.678695
2.278248450e+10	2.691983	654.312061
2.280448690e+10	2.690703	654.949782
2.282648930e+10	2.689563	655.585729
2.284849170e+10	2.690259	656.219245
2.287049410e+10	2.689205	656.857706
2.289249650e+10	2.691707	657.491513
2.291449890e+10	2.690721	658.126803
2.293650130e+10	2.693123	658.761391
2.295850370e+10	2.696097	659.397586
2.298050610e+10	2.700349	660.030236
2.300250850e+10	2.704112	660.66552
2.302451090e+10	2.706504	661.297334
2.304651330e+10	2.711274	661.93271
2.306851570e+10	2.712652	662.56582
2.309051810e+10	2.719488	663.197564
2.311252050e+10	2.725995	663.830751
2.313452290e+10	2.726988	664.458794
2.315652531e+10	2.728516	665.088002
2.317852771e+10	2.725941	665.71721
2.320053011e+10	2.723727	666.347071
2.322253251e+10	2.72218	666.977854
2.324453491e+10	2.718061	667.610351
2.326653731e+10	2.717606	668.247672
2.328853971e+10	2.719368	668.881813
2.331054211e+10	2.720862	669.515961
2.333254451e+10	2.723473	670.150336
2.335454691e+10	2.72597	670.784265
2.337654931e+10	2.726661	671.418395
2.339855171e+10	2.726929	672.054602
2.342055411e+10	2.73006	672.691814
2.344255651e+10	2.730751	673.325992
2.346455891e+10	2.732743	673.961822
2.348656131e+10	2.732494	674.59606
2.350856371e+10	2.732439	675.230988
2.353056611e+10	2.734287	675.863349
2.355256851e+10	2.736017	676.498204
2.357457091e+10	2.738869	677.128358
2.359657331e+10	2.741277	677.757338
2.361857572e+10	2.746043	678.388006
2.364057812e+10	2.74979	679.019161
2.366258052e+10	2.750597	679.649135
2.368458292e+10	2.752416	680.279685
2.370658532e+10	2.754368	680.91752
2.372858772e+10	2.75694	681.549791
2.375059012e+10	2.756653	682.183194
2.377259252e+10	2.75764	682.820273
2.379459492e+10	2.760692	683.455539
2.381659732e+10	2.761426	684.088484
2.383859972e+10	2.762601	684.72006
2.386060212e+10	2.762739	685.352733
2.388260452e+10	2.762261	685.984251
2.390460692e+10	2.763284	686.61434
2.392660932e+10	2.762843	687.244657
2.394861172e+10	2.764504	687.877262
2.397061412e+10	2.766353	688.507125
2.399261652e+10	2.766293	689.13747
2.401461892e+10	2.769637	689.773215
2.403662132e+10	2.772813	690.400637
2.405862372e+10	2.770741	691.03384
2.408062613e+10	2.778097	691.665262
2.410262853e+10	2.776813	692.296684
2.412463093e+10	2.783821	692.930546
2.414663333e+10	2.780773	693.562715
2.416863573e+10	2.783258	694.189532
2.419063813e+10	2.786626	694.826094
2.421264053e+10	2.792982	695.463912
2.423464293e+10	2.793228	696.092172
2.425664533e+10	2.795806	696.727273
2.427864773e+10	2.801934	697.359789
2.430065013e+10	2.803416	697.992202
2.432265253e+10	2.803996	698.623358
2.434465493e+10	2.803584	699.254868
2.436665733e+10	2.806081	699.884451
2.438865973e+10	2.801815	700.524017
2.441066213e+10	2.806386	701.155128
2.443266453e+10	2.810194	701.787099
2.445466693e+10	2.819521	702.42155
2.447666933e+10	2.817757	703.056832
2.449867173e+10	2.828322	703.685739
2.452067413e+10	2.833646	704.323627
2.454267654e+10	2.847709	704.953597
2.456467894e+10	2.845764	705.581055
2.458668134e+10	2.850448	706.209815
2.460868374e+10	2.851326	706.842463
2.463068614e+10	2.84723	707.471211
2.465268854e+10	2.847889	708.10328
2.467469094e+10	2.845502	708.733294
2.469669334e+10	2.845311	709.36699
2.471869574e+10	2.845205	709.996253
2.474069814e+10	2.846688	710.631033
2.476270054e+10	2.847508	711.256479
2.478470294e+10	2.839225	711.897984
2.480670534e+10	2.844362	712.531912
2.482870774e+10	2.845961	713.161723
2.485071014e+10	2.85066	713.799653
2.487271254e+10	2.852687	714.42778
2.489471494e+10	2.863088	715.07053
2.491671734e+10	2.863067	715.704914
2.493871974e+10	2.859053	716.33958
2.496072214e+10	2.868186	716.974101
2.498272454e+10	2.865507	717.610616
2.500472695e+10	2.8767	718.243646
2.502672935e+10	2.875364	718.872181
2.504873175e+10	2.878021	719.500716
2.507073415e+10	2.872492	720.13317
2.509273655e+10	2.873808	720.761087
2.511473895e+10	2.880425	721.390219
2.513674135e+10	2.876085	722.022664
2.515874375e+10	2.876367	722.649894
2.518074615e+10	2.881107	723.286039
2.520274855e+10	2.873918	723.912579
2.522475095e+10	2.874974	724.544565
2.524675335e+10	2.877688	725.178927
2.526875575e+10	2.875167	725.819366
2.529075815e+10	2.873827	726.455974
2.531276055e+10	2.886815	727.090664
2.533476295e+10	2.889352	727.718621
2.535676535e+10	2.883208	728.352904
2.537876775e+10	2.885741	728.991806
2.540077015e+10	2.892039	729.62404
2.542277255e+10	2.891365	730.250008
2.544477495e+10	2.898486	730.888333
2.546677736e+10	2.901415	731.506829
2.548877976e+10	2.898952	732.14943
2.551078216e+10	2.89397	732.785019
2.553278456e+10	2.904266	733.411979
2.555478696e+10	2.900854	734.04403
2.557678936e+10	2.903945	734.678452
2.559879176e+10	2.902937	735.314451
2.562079416e+10	2.906329	735.93957
2.564279656e+10	2.907376	736.576381
2.566479896e+10	2.910749	737.201281
2.568680136e+10	2.905951	737.84556
2.570880376e+10	2.913702	738.482307
2.573080616e+10	2.914814	739.115045
2.575280856e+10	2.912677	739.747697
2.577481096e+10	2.9248	740.382743
2.579681336e+10	2.926031	741.011611
2.581881576e+10	2.919491	741.645234
2.584081816e+10	2.920693	742.27326
2.586282056e+10	2.926042	742.912078
2.588482296e+10	2.927594	743.547865
2.590682537e+10	2.931418	744.175748
2.592882777e+10	2.944996	744.805993
2.595083017e+10	2.946846	745.442204
2.597283257e+10	2.949719	746.073284
2.599483497e+10	2.955204	746.704364
2.601683737e+10	2.954439	747.328061
2.603883977e+10	2.956817	747.970767
2.606084217e+10	2.956104	748.595839
2.608284457e+10	2.953022	749.233705
2.610484697e+10	2.954228	749.871064
2.612684937e+10	2.957233	750.509796
2.614885177e+10	2.952714	751.137823
2.617085417e+10	2.954209	751.766834
2.619285657e+10	2.959036	752.40867
2.621485897e+10	2.955007	753.038505
2.623686137e+10	2.955503	753.670233
2.625886377e+10	2.960068	754.313505
2.628086617e+10	2.970822	754.945218
2.630286857e+10	2.976603	755.578761
2.632487097e+10	2.978362	756.215883
2.634687337e+10	2.995427	756.851304
2.636887578e+10	3.002215	757.48607
2.639087818e+10	3.006232	758.121232
2.641288058e+10	3.014348	758.751414
2.643488298e+10	3.020348	759.380874
2.645688538e+10	3.015948	760.005629
2.647888778e+10	3.025257	760.632133
2.650089018e+10	3.014987	761.254106
2.652289258e+10	3.010756	761.892623
2.654489498e+10	3.003288	762.516397
2.656689738e+10	2.996827	763.149908
2.658889978e+10	2.996718	763.784125
2.661090218e+10	2.999472	764.422042
2.663290458e+10	3.00314	765.055905
2.665490698e+10	3.000836	765.695087
2.667690938e+10	2.999333	766.326995
2.669891178e+10	3.002357	766.96779
2.672091418e+10	3.00709	767.60208
2.674291658e+10	3.012962	768.233967
2.676491898e+10	3.009016	768.868061
2.678692138e+10	3.020067	769.505961
2.680892378e+10	3.019874	770.139932
2.683092619e+10	3.022535	770.772817
2.685292859e+10	3.019854	771.409416
2.687493099e+10	3.026016	772.044699
2.689693339e+10	3.031149	772.673098
2.691893579e+10	3.021746	773.303826
2.694093819e+10	3.030149	773.934553
2.696294059e+10	3.030326	774.562029
2.698494299e+10	3.029991	775.19116
2.700694539e+10	3.024713	775.822212
2.702894779e+10	3.028768	776.452913
2.705095019e+10	3.023864	777.091022
2.707295259e+10	3.026482	777.72455
2.709495499e+10	3.028333	778.355693
2.711695739e+10	3.027608	778.992281
2.713895979e+10	3.028295	779.632748
2.716096219e+10	3.029468	780.264879
2.718296459e+10	3.038488	780.896216
2.720496699e+10	3.034408	781.5323
2.722696939e+10	3.03963	782.164907
2.724897179e+10	3.038195	782.799968
2.727097419e+10	3.038955	783.430627
2.729297660e+10	3.034943	784.062571
2.731497900e+10	3.04012	784.699478
2.733698140e+10	3.040855	785.328466
2.735898380e+10	3.042786	785.964867
2.738098620e+10	3.045411	786.599427
2.740298860e+10	3.049573	787.224962
2.742499100e+10	3.047905	787.855277
2.744699340e+10	3.051122	788.485243
2.746899580e+10	3.052992	789.129803
2.749099820e+10	3.058286	789.75645
2.751300060e+10	3.061074	790.395936
2.753500300e+10	3.064809	791.021008
2.755700540e+10	3.065766	791.66006
2.757900780e+10	3.066812	792.290064
2.760101020e+10	3.070633	792.929254
2.762301260e+10	3.071743	793.56051
2.764501500e+10	3.07327	794.196638
2.766701740e+10	3.075714	794.823371
2.768901980e+10	3.073236	795.461512
2.771102220e+10	3.077387	796.093204
2.773302460e+10	3.077115	796.72834
2.775502701e+10	3.07622	797.361419
2.777702941e+10	3.074514	797.984389
2.779903181e+10	3.083333	798.635525
2.782103421e+10	3.086495	799.260312
2.784303661e+10	3.08674	799.887997
2.786503901e+10	3.092422	800.519485
2.788704141e+10	3.096138	801.150974
2.790904381e+10	3.099861	801.786528
2.793104621e+10	3.10571	802.415081
2.795304861e+10	3.102857	803.055689
2.797505101e+10	3.104151	803.692566
2.799705341e+10	3.103466	804.324096
2.801905581e+10	3.1104	804.957228
2.804105821e+10	3.107499	805.594896
2.806306061e+10	3.102734	806.226725
2.808506301e+10	3.10581	806.850886
2.810706541e+10	3.104511	807.484494
2.812906781e+10	3.115139	808.113528
2.815107021e+10	3.107193	808.748162
2.817307261e+10	3.107812	809.387606
2.819507502e+10	3.108397	810.0127
2.821707742e+10	3.113458	810.656353
2.823907982e+10	3.12502	811.285048
2.826108222e+10	3.125674	811.916281
2.828308462e+10	3.122132	812.55083
2.830508702e+10	3.128652	813.184785
2.832708942e+10	3.124746	813.825292
2.834909182e+10	3.135953	814.452263
2.837109422e+10	3.133519	815.080252
2.839309662e+10	3.123713	815.726336
2.841509902e+10	3.134005	816.352238
2.843710142e+10	3.130902	816.982556
2.845910382e+10	3.132417	817.623451
2.848110622e+10	3.130831	818.248027
2.850310862e+10	3.130702	818.882011
2.852511102e+10	3.137584	819.512913
2.854711342e+10	3.139998	820.139789
2.856911582e+10	3.14976	820.776782
2.859111822e+10	3.144869	821.411773
2.861312062e+10	3.139663	822.042137
2.863512302e+10	3.15267	822.677666
2.865712543e+10	3.142734	823.319188
2.867912783e+10	3.150528	823.95167
2.870113023e+10	3.155915	824.574174
2.872313263e+10	3.153708	825.21146
2.874513503e+10	3.161519	825.846984
2.876713743e+10	3.168018	826.483584
2.878913983e+10	3.168601	827.115742
2.881114223e+10	3.166297	827.753763
2.883314463e+10	3.164282	828.391784
2.885514703e+10	3.181045	829.019315
2.887714943e+10	3.169319	829.653307
2.889915183e+10	3.176247	830.286043
2.892115423e+10	3.166479	830.915975
2.894315663e+10	3.176497	831.551023
2.896515903e+10	3.177895	832.189269
2.898716143e+10	3.186507	832.814744
2.900916383e+10	3.183524	833.449368
2.903116623e+10	3.182835	834.091235
2.905316863e+10	3.183232	834.721083
2.907517103e+10	3.186134	835.360292
2.909717343e+10	3.193758	835.994163
2.911917584e+10	3.194261	836.634923
2.914117824e+10	3.192709	837.262088
2.916318064e+10	3.196139	837.907525
2.918518304e+10	3.204037	838.540882
2.920718544e+10	3.204804	839.176687
2.922918784e+10	3.219666	839.807636
2.925119024e+10	3.209786	840.437447
2.927319264e+10	3.223856	841.070037
2.929519504e+10	3.224056	841.697584
2.931719744e+10	3.221331	842.319428
2.933919984e+10	3.228534	842.953936
2.936120224e+10	3.222873	843.585715
2.938320464e+10	3.217401	844.215495
2.940520704e+10	3.219192	844.858273
2.942720944e+10	3.212454	845.491771
2.944921184e+10	3.2129	846.119644
2.947121424e+10	3.215721	846.769534
2.949321664e+10	3.217718	847.405851
2.951521904e+10	3.213152	848.031042
2.953722144e+10	3.21798	848.674131
2.955922384e+10	3.220638	849.313794
2.958122625e+10	3.222053	849.948015
2.960322865e+10	3.22359	850.580222
2.962523105e+10	3.220832	851.21131
2.964723345e+10	3.221031	851.840051
2.966923585e+10	3.22951	852.478677
2.969123825e+10	3.228594	853.114579
2.971324065e+10	3.234714	853.747035
2.973524305e+10	3.236914	854.376742
2.975724545e+10	3.238703	855.005843
2.977924785e+10	3.238062	855.634944
2.980125025e+10	3.235894	856.268177
2.982325265e+10	3.243567	856.908736
2.984525505e+10	3.243719	857.546988
2.986725745e+10	3.245315	858.172814
2.988925985e+10	3.246245	858.808813
2.991126225e+10	3.244086	859.443901
2.993326465e+10	3.246035	860.071065
2.995526705e+10	3.246672	860.707692
2.997726945e+10	3.238758	861.34692
2.999927185e+10	3.248601	861.993031
3.002127425e+10	3.251644	862.618053
3.004327666e+10	3.253578	863.255989
3.006527906e+10	3.259305	863.884993
3.008728146e+10	3.25526	864.526189
3.010928386e+10	3.263805	865.156824
3.013128626e+10	3.261555	865.786657
3.015328866e+10	3.267225	866.426614
3.017529106e+10	3.278642	867.05675
3.019729346e+10	3.283299	867.686263
3.021929586e+10	3.277288	868.315996
3.024129826e+10	3.293497	868.949116
3.026330066e+10	3.28974	869.587333
3.028530306e+10	3.288405	870.214191
3.030730546e+10	3.27845	870.846735
3.032930786e+10	3.275739	871.481401
3.035131026e+10	3.275614	872.115811
3.037331266e+10	3.282534	872.749841
3.039531506e+10	3.279064	873.382822
3.041731746e+10	3.284074	874.014973
3.043931986e+10	3.288257	874.654046
3.046132226e+10	3.280952	875.290941
3.048332466e+10	3.295008	875.926889
3.050532707e+10	3.295934	876.560357
3.052732947e+10	3.300379	877.196135
3.054933187e+10	3.292088	877.83019
3.057133427e+10	3.29287	878.459388
3.059333667e+10	3.310334	879.089105
3.061533907e+10	3.310815	879.733592
3.063734147e+10	3.309032	880.359462
3.065934387e+10	3.30583	881.002282
3.068134627e+10	3.312069	881.624401
3.070334867e+10	3.3096	882.267835
3.072535107e+10	3.319975	882.911269
3.074735347e+10	3.302884	883.54186
3.076935587e+10	3.305624	884.178491
3.079135827e+10	3.312655	884.821138
